AreaInPixels,PhysicalSize,Polygon
639,639,[108316.0:45200.0:108315.0:45201.0:108314.0:45201.0:108305.0:45210.0:108305.0:45211.0:108304.0:45212.0:108304.0:45216.0:108305.0:45217.0:108305.0:45218.0:108306.0:45219.0:108306.0:45220.0:108307.0:45221.0:108308.0:45221.0:108309.0:45222.0:108310.0:45222.0:108311.0:45223.0:108314.0:45223.0:108317.0:45226.0:108317.0:45227.0:108318.0:45228.0:108318.0:45230.0:108317.0:45231.0:108320.0:45231.0:108321.0:45230.0:108322.0:45230.0:108322.0:45229.0:108324.0:45227.0:108325.0:45227.0:108326.0:45226.0:108325.0:45225.0:108327.0:45223.0:108327.0:45222.0:108330.0:45219.0:108331.0:45219.0:108334.0:45216.0:108334.0:45209.0:108331.0:45206.0:108331.0:45205.0:108329.0:45203.0:108328.0:45203.0:108327.0:45202.0:108326.0:45202.0:108325.0:45201.0:108323.0:45201.0:108322.0:45200.0]
690,690,[109477.0:45195.0:109474.0:45198.0:109474.0:45201.0:109475.0:45202.0:109475.0:45208.0:109476.0:45209.0:109476.0:45220.0:109477.0:45221.0:109477.0:45222.0:109476.0:45223.0:109476.0:45224.0:109475.0:45225.0:109475.0:45227.0:109474.0:45228.0:109474.0:45235.0:109475.0:45236.0:109475.0:45239.0:109477.0:45241.0:109478.0:45241.0:109479.0:45240.0:109479.0:45239.0:109480.0:45238.0:109480.0:45237.0:109485.0:45232.0:109485.0:45231.0:109486.0:45230.0:109487.0:45230.0:109488.0:45229.0:109490.0:45229.0:109491.0:45228.0:109492.0:45228.0:109492.0:45226.0:109493.0:45225.0:109493.0:45222.0:109494.0:45221.0:109495.0:45221.0:109495.0:45220.0:109496.0:45219.0:109496.0:45217.0:109495.0:45216.0:109495.0:45215.0:109494.0:45214.0:109494.0:45213.0:109493.0:45212.0:109493.0:45211.0:109492.0:45210.0:109492.0:45208.0:109491.0:45207.0:109491.0:45205.0:109490.0:45204.0:109490.0:45202.0:109489.0:45201.0:109489.0:45200.0:109486.0:45197.0:109482.0:45197.0:109481.0:45196.0:109479.0:45196.0:109478.0:45195.0]
93,93,[110585.0:45210.0:110584.0:45211.0:110583.0:45211.0:110581.0:45213.0:110581.0:45216.0:110582.0:45216.0:110587.0:45221.0:110587.0:45222.0:110588.0:45223.0:110589.0:45222.0:110589.0:45221.0:110591.0:45219.0:110592.0:45219.0:110592.0:45218.0:110590.0:45216.0:110590.0:45215.0:110589.0:45214.0:110589.0:45212.0:110587.0:45210.0]
129,129,[110844.0:45209.0:110842.0:45211.0:110842.0:45212.0:110841.0:45213.0:110841.0:45218.0:110842.0:45219.0:110842.0:45220.0:110845.0:45223.0:110846.0:45223.0:110846.0:45222.0:110849.0:45219.0:110850.0:45219.0:110852.0:45217.0:110852.0:45214.0:110851.0:45213.0:110851.0:45211.0:110850.0:45210.0:110849.0:45210.0:110848.0:45209.0]
793,793,[108580.0:45203.0:108579.0:45204.0:108574.0:45204.0:108573.0:45205.0:108570.0:45205.0:108569.0:45206.0:108569.0:45208.0:108568.0:45209.0:108568.0:45214.0:108569.0:45215.0:108569.0:45216.0:108571.0:45218.0:108575.0:45218.0:108579.0:45222.0:108580.0:45222.0:108581.0:45223.0:108581.0:45224.0:108582.0:45225.0:108582.0:45226.0:108586.0:45230.0:108587.0:45230.0:108589.0:45232.0:108593.0:45232.0:108594.0:45231.0:108596.0:45231.0:108600.0:45227.0:108601.0:45227.0:108603.0:45225.0:108603.0:45224.0:108604.0:45223.0:108604.0:45222.0:108605.0:45221.0:108605.0:45214.0:108604.0:45213.0:108604.0:45212.0:108599.0:45207.0:108598.0:45207.0:108595.0:45204.0:108592.0:45204.0:108591.0:45203.0]
1913,1913,[108652.0:45194.0:108650.0:45196.0:108649.0:45196.0:108647.0:45198.0:108647.0:45200.0:108646.0:45201.0:108647.0:45202.0:108647.0:45212.0:108651.0:45216.0:108651.0:45217.0:108653.0:45219.0:108653.0:45220.0:108655.0:45222.0:108655.0:45223.0:108658.0:45226.0:108658.0:45227.0:108659.0:45227.0:108661.0:45229.0:108662.0:45229.0:108663.0:45230.0:108664.0:45230.0:108665.0:45231.0:108666.0:45231.0:108667.0:45232.0:108668.0:45232.0:108669.0:45233.0:108670.0:45233.0:108671.0:45234.0:108672.0:45234.0:108673.0:45235.0:108674.0:45235.0:108675.0:45236.0:108677.0:45236.0:108678.0:45237.0:108686.0:45237.0:108687.0:45238.0:108693.0:45238.0:108694.0:45237.0:108695.0:45237.0:108696.0:45236.0:108697.0:45236.0:108698.0:45235.0:108699.0:45235.0:108701.0:45233.0:108701.0:45232.0:108702.0:45231.0:108702.0:45230.0:108703.0:45229.0:108703.0:45227.0:108704.0:45226.0:108704.0:45219.0:108703.0:45218.0:108703.0:45217.0:108702.0:45216.0:108702.0:45215.0:108700.0:45213.0:108700.0:45212.0:108698.0:45210.0:108698.0:45209.0:108696.0:45207.0:108696.0:45206.0:108694.0:45204.0:108693.0:45204.0:108690.0:45201.0:108689.0:45201.0:108686.0:45198.0:108685.0:45198.0:108684.0:45197.0:108683.0:45197.0:108682.0:45196.0:108677.0:45196.0:108676.0:45195.0:108673.0:45195.0:108672.0:45196.0:108666.0:45196.0:108665.0:45195.0:108658.0:45195.0:108657.0:45194.0]
261,261,[110459.0:45209.0:110458.0:45210.0:110456.0:45210.0:110454.0:45212.0:110454.0:45213.0:110453.0:45214.0:110453.0:45215.0:110451.0:45217.0:110451.0:45218.0:110450.0:45219.0:110451.0:45220.0:110451.0:45222.0:110453.0:45224.0:110465.0:45224.0:110466.0:45223.0:110467.0:45223.0:110470.0:45220.0:110470.0:45219.0:110471.0:45218.0:110471.0:45216.0:110470.0:45215.0:110470.0:45214.0:110467.0:45211.0:110466.0:45211.0:110465.0:45210.0:110461.0:45210.0:110460.0:45209.0]
777,777,[111664.0:45207.0:111663.0:45208.0:111660.0:45208.0:111659.0:45209.0:111659.0:45210.0:111658.0:45211.0:111658.0:45218.0:111659.0:45219.0:111659.0:45221.0:111660.0:45222.0:111660.0:45225.0:111664.0:45229.0:111664.0:45230.0:111665.0:45231.0:111666.0:45231.0:111669.0:45234.0:111673.0:45234.0:111675.0:45236.0:111677.0:45236.0:111678.0:45237.0:111679.0:45237.0:111680.0:45238.0:111681.0:45238.0:111682.0:45239.0:111686.0:45239.0:111687.0:45238.0:111689.0:45238.0:111690.0:45237.0:111691.0:45237.0:111692.0:45236.0:111693.0:45236.0:111696.0:45233.0:111696.0:45232.0:111697.0:45231.0:111697.0:45230.0:111696.0:45229.0:111696.0:45228.0:111695.0:45228.0:111692.0:45225.0:111691.0:45225.0:111690.0:45224.0:111688.0:45224.0:111687.0:45223.0:111686.0:45223.0:111682.0:45219.0:111682.0:45218.0:111680.0:45216.0:111680.0:45215.0:111676.0:45211.0:111675.0:45211.0:111671.0:45207.0]
297,297,[109857.0:45207.0:109856.0:45208.0:109855.0:45208.0:109853.0:45210.0:109851.0:45210.0:109850.0:45211.0:109848.0:45211.0:109847.0:45212.0:109846.0:45212.0:109845.0:45213.0:109845.0:45214.0:109844.0:45215.0:109844.0:45219.0:109845.0:45220.0:109845.0:45224.0:109846.0:45225.0:109846.0:45227.0:109847.0:45228.0:109847.0:45229.0:109848.0:45229.0:109849.0:45230.0:109851.0:45230.0:109852.0:45229.0:109854.0:45229.0:109857.0:45226.0:109857.0:45220.0:109860.0:45217.0:109860.0:45215.0:109862.0:45213.0:109862.0:45211.0:109861.0:45210.0:109861.0:45209.0:109859.0:45207.0]
546,546,[111888.0:45206.0:111887.0:45207.0:111885.0:45207.0:111884.0:45208.0:111883.0:45208.0:111881.0:45210.0:111881.0:45215.0:111880.0:45216.0:111881.0:45217.0:111881.0:45224.0:111882.0:45225.0:111882.0:45228.0:111883.0:45229.0:111883.0:45230.0:111884.0:45230.0:111885.0:45231.0:111886.0:45231.0:111887.0:45232.0:111887.0:45233.0:111888.0:45234.0:111891.0:45234.0:111892.0:45233.0:111897.0:45233.0:111900.0:45230.0:111900.0:45229.0:111901.0:45228.0:111901.0:45226.0:111902.0:45225.0:111902.0:45223.0:111903.0:45222.0:111903.0:45215.0:111902.0:45214.0:111902.0:45212.0:111901.0:45211.0:111901.0:45210.0:111899.0:45208.0:111898.0:45208.0:111897.0:45207.0:111889.0:45207.0]
129,129,[110383.0:45215.0:110382.0:45216.0:110380.0:45216.0:110379.0:45217.0:110376.0:45217.0:110376.0:45218.0:110375.0:45219.0:110375.0:45222.0:110376.0:45223.0:110376.0:45224.0:110378.0:45226.0:110379.0:45226.0:110380.0:45227.0:110384.0:45227.0:110385.0:45226.0:110385.0:45225.0:110387.0:45223.0:110387.0:45218.0:110386.0:45217.0:110386.0:45216.0:110385.0:45216.0:110384.0:45215.0]
934,934,[109305.0:45205.0:109304.0:45206.0:109299.0:45206.0:109298.0:45207.0:109296.0:45207.0:109295.0:45208.0:109294.0:45208.0:109294.0:45209.0:109292.0:45211.0:109292.0:45212.0:109291.0:45213.0:109291.0:45215.0:109290.0:45216.0:109290.0:45225.0:109291.0:45226.0:109291.0:45228.0:109292.0:45229.0:109292.0:45230.0:109293.0:45231.0:109293.0:45233.0:109295.0:45235.0:109295.0:45236.0:109297.0:45238.0:109297.0:45239.0:109299.0:45241.0:109300.0:45241.0:109302.0:45243.0:109305.0:45243.0:109306.0:45242.0:109309.0:45242.0:109310.0:45241.0:109311.0:45241.0:109313.0:45239.0:109315.0:45239.0:109317.0:45237.0:109317.0:45236.0:109318.0:45235.0:109318.0:45223.0:109319.0:45222.0:109319.0:45220.0:109320.0:45219.0:109320.0:45215.0:109316.0:45211.0:109316.0:45210.0:109315.0:45209.0:109315.0:45208.0:109314.0:45208.0:109312.0:45206.0:109310.0:45206.0:109309.0:45205.0]
857,857,[108969.0:45207.0:108968.0:45208.0:108965.0:45208.0:108964.0:45209.0:108963.0:45209.0:108962.0:45210.0:108962.0:45211.0:108961.0:45212.0:108961.0:45213.0:108960.0:45214.0:108960.0:45223.0:108959.0:45224.0:108959.0:45226.0:108960.0:45227.0:108960.0:45229.0:108961.0:45230.0:108961.0:45232.0:108963.0:45234.0:108963.0:45237.0:108965.0:45239.0:108965.0:45240.0:108966.0:45240.0:108968.0:45242.0:108969.0:45242.0:108970.0:45243.0:108976.0:45243.0:108977.0:45242.0:108978.0:45242.0:108984.0:45236.0:108984.0:45235.0:108986.0:45233.0:108986.0:45231.0:108987.0:45230.0:108987.0:45225.0:108988.0:45224.0:108987.0:45223.0:108987.0:45218.0:108986.0:45217.0:108986.0:45215.0:108985.0:45214.0:108985.0:45213.0:108981.0:45209.0:108980.0:45209.0:108979.0:45208.0:108978.0:45208.0:108977.0:45207.0]
294,294,[108548.0:45217.0:108546.0:45219.0:108546.0:45225.0:108552.0:45231.0:108553.0:45231.0:108554.0:45232.0:108558.0:45232.0:108559.0:45233.0:108559.0:45234.0:108560.0:45235.0:108565.0:45235.0:108566.0:45234.0:108567.0:45234.0:108569.0:45232.0:108569.0:45229.0:108567.0:45227.0:108566.0:45227.0:108562.0:45223.0:108562.0:45222.0:108558.0:45218.0:108557.0:45218.0:108556.0:45217.0]
80,80,[110317.0:45223.0:110316.0:45224.0:110316.0:45228.0:110317.0:45229.0:110317.0:45230.0:110318.0:45231.0:110318.0:45232.0:110319.0:45231.0:110319.0:45228.0:110320.0:45227.0:110322.0:45227.0:110323.0:45228.0:110323.0:45235.0:110324.0:45236.0:110325.0:45235.0:110325.0:45227.0:110324.0:45226.0:110324.0:45225.0:110322.0:45223.0]
233,233,[110593.0:45219.0:110592.0:45220.0:110591.0:45220.0:110590.0:45221.0:110590.0:45222.0:110589.0:45223.0:110589.0:45224.0:110595.0:45230.0:110596.0:45230.0:110597.0:45231.0:110598.0:45231.0:110599.0:45232.0:110600.0:45232.0:110602.0:45234.0:110602.0:45235.0:110604.0:45237.0:110609.0:45237.0:110611.0:45235.0:110611.0:45230.0:110609.0:45228.0:110607.0:45228.0:110606.0:45227.0:110605.0:45227.0:110603.0:45225.0:110603.0:45224.0:110601.0:45222.0:110601.0:45221.0:110600.0:45221.0:110599.0:45220.0:110597.0:45220.0:110596.0:45219.0]
300,300,[110961.0:45211.0:110960.0:45212.0:110959.0:45212.0:110959.0:45213.0:110958.0:45214.0:110958.0:45215.0:110957.0:45216.0:110957.0:45225.0:110958.0:45226.0:110958.0:45231.0:110959.0:45232.0:110959.0:45233.0:110960.0:45234.0:110960.0:45235.0:110961.0:45236.0:110961.0:45237.0:110962.0:45238.0:110963.0:45238.0:110968.0:45233.0:110968.0:45232.0:110969.0:45231.0:110969.0:45229.0:110970.0:45228.0:110970.0:45219.0:110969.0:45218.0:110969.0:45217.0:110968.0:45216.0:110968.0:45215.0:110967.0:45214.0:110967.0:45213.0:110965.0:45211.0]
498,498,[109441.0:45208.0:109439.0:45210.0:109439.0:45211.0:109437.0:45213.0:109437.0:45214.0:109435.0:45216.0:109435.0:45218.0:109434.0:45219.0:109434.0:45229.0:109436.0:45231.0:109436.0:45232.0:109438.0:45234.0:109438.0:45235.0:109439.0:45235.0:109443.0:45239.0:109444.0:45239.0:109447.0:45242.0:109448.0:45242.0:109449.0:45243.0:109450.0:45243.0:109451.0:45244.0:109454.0:45244.0:109455.0:45243.0:109455.0:45238.0:109453.0:45236.0:109453.0:45235.0:109452.0:45234.0:109452.0:45233.0:109451.0:45232.0:109451.0:45229.0:109450.0:45228.0:109450.0:45223.0:109449.0:45222.0:109449.0:45215.0:109448.0:45214.0:109448.0:45213.0:109447.0:45212.0:109447.0:45210.0:109446.0:45209.0:109445.0:45209.0:109444.0:45208.0]
576,576,[111114.0:45213.0:111113.0:45214.0:111109.0:45214.0:111108.0:45215.0:111108.0:45216.0:111107.0:45217.0:111107.0:45220.0:111106.0:45221.0:111106.0:45223.0:111107.0:45224.0:111107.0:45226.0:111108.0:45227.0:111108.0:45228.0:111109.0:45229.0:111109.0:45230.0:111112.0:45233.0:111112.0:45235.0:111113.0:45236.0:111113.0:45238.0:111115.0:45238.0:111116.0:45239.0:111118.0:45239.0:111119.0:45238.0:111124.0:45238.0:111125.0:45237.0:111127.0:45237.0:111131.0:45233.0:111131.0:45232.0:111133.0:45230.0:111133.0:45229.0:111134.0:45228.0:111134.0:45226.0:111135.0:45225.0:111135.0:45223.0:111134.0:45222.0:111134.0:45221.0:111132.0:45219.0:111131.0:45219.0:111130.0:45218.0:111128.0:45218.0:111127.0:45217.0:111126.0:45217.0:111125.0:45216.0:111124.0:45216.0:111123.0:45215.0:111122.0:45215.0:111121.0:45214.0:111120.0:45214.0:111119.0:45213.0]
2295,2295,[111941.0:45211.0:111938.0:45214.0:111937.0:45214.0:111937.0:45218.0:111936.0:45219.0:111936.0:45221.0:111935.0:45222.0:111935.0:45223.0:111933.0:45225.0:111932.0:45225.0:111931.0:45224.0:111929.0:45224.0:111928.0:45225.0:111925.0:45225.0:111924.0:45224.0:111923.0:45224.0:111923.0:45225.0:111922.0:45226.0:111924.0:45228.0:111927.0:45228.0:111931.0:45232.0:111931.0:45233.0:111936.0:45238.0:111937.0:45238.0:111938.0:45239.0:111940.0:45239.0:111943.0:45242.0:111943.0:45244.0:111946.0:45247.0:111946.0:45248.0:111947.0:45249.0:111947.0:45254.0:111945.0:45256.0:111945.0:45258.0:111946.0:45259.0:111946.0:45260.0:111947.0:45260.0:111948.0:45261.0:111948.0:45263.0:111949.0:45264.0:111949.0:45266.0:111951.0:45268.0:111951.0:45269.0:111952.0:45269.0:111954.0:45271.0:111954.0:45272.0:111956.0:45274.0:111956.0:45275.0:111957.0:45276.0:111957.0:45277.0:111960.0:45280.0:111960.0:45281.0:111961.0:45282.0:111961.0:45284.0:111963.0:45286.0:111963.0:45287.0:111964.0:45288.0:111965.0:45288.0:111966.0:45289.0:111968.0:45289.0:111969.0:45290.0:111970.0:45290.0:111971.0:45291.0:111975.0:45291.0:111976.0:45290.0:111977.0:45290.0:111978.0:45289.0:111980.0:45289.0:111981.0:45290.0:111982.0:45290.0:111983.0:45291.0:111983.0:45288.0:111980.0:45285.0:111980.0:45284.0:111981.0:45283.0:111981.0:45279.0:111982.0:45278.0:111982.0:45277.0:111984.0:45275.0:111984.0:45272.0:111983.0:45271.0:111983.0:45270.0:111979.0:45266.0:111980.0:45265.0:111980.0:45260.0:111979.0:45259.0:111979.0:45256.0:111978.0:45255.0:111978.0:45251.0:111977.0:45250.0:111977.0:45249.0:111976.0:45248.0:111976.0:45247.0:111969.0:45240.0:111969.0:45239.0:111968.0:45238.0:111968.0:45237.0:111967.0:45236.0:111966.0:45236.0:111965.0:45235.0:111963.0:45235.0:111961.0:45233.0:111961.0:45229.0:111962.0:45228.0:111962.0:45225.0:111963.0:45224.0:111964.0:45224.0:111965.0:45225.0:111966.0:45225.0:111966.0:45223.0:111965.0:45222.0:111961.0:45222.0:111959.0:45220.0:111959.0:45219.0:111958.0:45218.0:111958.0:45217.0:111957.0:45216.0:111957.0:45215.0:111956.0:45214.0:111955.0:45214.0:111954.0:45213.0:111952.0:45213.0:111951.0:45212.0:111950.0:45212.0:111949.0:45211.0]
511,511,[108383.0:45214.0:108380.0:45217.0:108380.0:45218.0:108378.0:45220.0:108378.0:45221.0:108377.0:45222.0:108377.0:45223.0:108376.0:45224.0:108376.0:45230.0:108379.0:45233.0:108380.0:45233.0:108381.0:45234.0:108382.0:45234.0:108383.0:45235.0:108384.0:45235.0:108385.0:45236.0:108389.0:45236.0:108390.0:45237.0:108391.0:45237.0:108392.0:45236.0:108395.0:45236.0:108396.0:45235.0:108397.0:45235.0:108398.0:45234.0:108399.0:45234.0:108401.0:45232.0:108401.0:45231.0:108402.0:45230.0:108402.0:45229.0:108403.0:45228.0:108404.0:45228.0:108404.0:45226.0:108402.0:45224.0:108402.0:45223.0:108401.0:45222.0:108401.0:45221.0:108395.0:45215.0:108394.0:45215.0:108393.0:45214.0]
282,282,[108010.0:45221.0:108009.0:45222.0:108008.0:45222.0:108007.0:45223.0:108007.0:45226.0:108008.0:45227.0:108008.0:45229.0:108009.0:45230.0:108009.0:45231.0:108013.0:45235.0:108014.0:45235.0:108015.0:45236.0:108017.0:45236.0:108018.0:45237.0:108025.0:45237.0:108026.0:45236.0:108026.0:45235.0:108027.0:45234.0:108027.0:45228.0:108026.0:45227.0:108026.0:45226.0:108022.0:45222.0:108021.0:45222.0:108020.0:45221.0]
530,530,[111797.0:45217.0:111796.0:45218.0:111795.0:45218.0:111794.0:45219.0:111793.0:45219.0:111793.0:45220.0:111792.0:45221.0:111792.0:45232.0:111793.0:45233.0:111793.0:45234.0:111794.0:45235.0:111794.0:45236.0:111799.0:45241.0:111800.0:45241.0:111801.0:45242.0:111809.0:45242.0:111810.0:45241.0:111811.0:45241.0:111813.0:45239.0:111813.0:45238.0:111815.0:45236.0:111815.0:45233.0:111816.0:45232.0:111816.0:45229.0:111815.0:45228.0:111815.0:45225.0:111814.0:45224.0:111814.0:45223.0:111813.0:45222.0:111813.0:45221.0:111811.0:45219.0:111809.0:45219.0:111808.0:45218.0:111806.0:45218.0:111805.0:45217.0]
619,619,[111551.0:45215.0:111549.0:45217.0:111548.0:45217.0:111547.0:45218.0:111547.0:45219.0:111546.0:45220.0:111546.0:45232.0:111548.0:45234.0:111548.0:45235.0:111551.0:45238.0:111552.0:45238.0:111554.0:45240.0:111555.0:45240.0:111556.0:45241.0:111557.0:45241.0:111558.0:45242.0:111560.0:45242.0:111561.0:45243.0:111563.0:45243.0:111564.0:45244.0:111565.0:45244.0:111570.0:45249.0:111571.0:45248.0:111571.0:45238.0:111574.0:45235.0:111574.0:45234.0:111575.0:45233.0:111575.0:45230.0:111574.0:45231.0:111573.0:45230.0:111572.0:45230.0:111571.0:45229.0:111571.0:45228.0:111570.0:45227.0:111570.0:45226.0:111569.0:45225.0:111569.0:45224.0:111568.0:45224.0:111566.0:45222.0:111565.0:45222.0:111564.0:45221.0:111563.0:45221.0:111562.0:45220.0:111561.0:45220.0:111559.0:45218.0:111558.0:45218.0:111557.0:45217.0:111556.0:45217.0:111555.0:45216.0:111552.0:45216.0]
141,141,[109334.0:45224.0:109333.0:45225.0:109333.0:45226.0:109332.0:45227.0:109332.0:45228.0:109333.0:45229.0:109333.0:45231.0:109334.0:45232.0:109334.0:45233.0:109336.0:45235.0:109336.0:45236.0:109340.0:45240.0:109344.0:45240.0:109344.0:45237.0:109343.0:45236.0:109343.0:45231.0:109342.0:45230.0:109342.0:45229.0:109340.0:45227.0:109340.0:45226.0:109338.0:45224.0]
657,657,[111844.0:45219.0:111843.0:45220.0:111841.0:45220.0:111840.0:45221.0:111839.0:45221.0:111838.0:45222.0:111837.0:45222.0:111836.0:45223.0:111834.0:45223.0:111830.0:45227.0:111830.0:45228.0:111829.0:45229.0:111829.0:45230.0:111828.0:45231.0:111828.0:45233.0:111827.0:45234.0:111827.0:45236.0:111828.0:45237.0:111828.0:45238.0:111829.0:45239.0:111830.0:45239.0:111833.0:45242.0:111834.0:45242.0:111836.0:45244.0:111838.0:45244.0:111839.0:45245.0:111845.0:45245.0:111846.0:45246.0:111848.0:45246.0:111849.0:45247.0:111853.0:45247.0:111854.0:45246.0:111855.0:45246.0:111856.0:45245.0:111857.0:45245.0:111857.0:45244.0:111858.0:45243.0:111858.0:45242.0:111859.0:45241.0:111859.0:45240.0:111858.0:45239.0:111858.0:45234.0:111854.0:45230.0:111854.0:45228.0:111853.0:45227.0:111853.0:45226.0:111852.0:45225.0:111852.0:45224.0:111848.0:45220.0:111847.0:45220.0:111846.0:45219.0]
101,101,[110568.0:45227.0:110567.0:45228.0:110567.0:45229.0:110569.0:45231.0:110570.0:45231.0:110571.0:45232.0:110574.0:45232.0:110576.0:45234.0:110576.0:45235.0:110579.0:45238.0:110580.0:45238.0:110581.0:45239.0:110582.0:45239.0:110583.0:45240.0:110585.0:45240.0:110585.0:45237.0:110584.0:45236.0:110584.0:45235.0:110582.0:45233.0:110581.0:45233.0:110580.0:45232.0:110579.0:45232.0:110578.0:45231.0:110576.0:45231.0:110574.0:45229.0:110573.0:45229.0:110572.0:45228.0:110571.0:45228.0:110570.0:45227.0]
1533,1533,[111742.0:45213.0:111741.0:45214.0:111739.0:45214.0:111738.0:45215.0:111736.0:45215.0:111734.0:45217.0:111733.0:45217.0:111729.0:45221.0:111729.0:45222.0:111728.0:45223.0:111728.0:45230.0:111729.0:45231.0:111729.0:45234.0:111730.0:45235.0:111730.0:45237.0:111731.0:45238.0:111731.0:45240.0:111732.0:45241.0:111732.0:45244.0:111733.0:45245.0:111733.0:45248.0:111734.0:45249.0:111734.0:45250.0:111737.0:45253.0:111739.0:45253.0:111740.0:45254.0:111744.0:45254.0:111745.0:45255.0:111752.0:45255.0:111753.0:45256.0:111760.0:45256.0:111761.0:45255.0:111763.0:45255.0:111769.0:45249.0:111770.0:45249.0:111770.0:45247.0:111771.0:45246.0:111771.0:45243.0:111770.0:45242.0:111770.0:45230.0:111769.0:45229.0:111769.0:45226.0:111761.0:45218.0:111760.0:45218.0:111759.0:45217.0:111758.0:45217.0:111757.0:45216.0:111756.0:45216.0:111755.0:45215.0:111754.0:45215.0:111753.0:45214.0:111750.0:45214.0:111749.0:45213.0]
1017,1017,[108861.0:45213.0:108860.0:45214.0:108859.0:45214.0:108855.0:45218.0:108854.0:45218.0:108853.0:45219.0:108852.0:45219.0:108852.0:45220.0:108851.0:45221.0:108851.0:45225.0:108852.0:45226.0:108852.0:45231.0:108853.0:45232.0:108853.0:45237.0:108854.0:45238.0:108854.0:45245.0:108858.0:45245.0:108859.0:45246.0:108861.0:45246.0:108862.0:45247.0:108866.0:45247.0:108867.0:45248.0:108868.0:45248.0:108869.0:45249.0:108871.0:45249.0:108872.0:45248.0:108873.0:45249.0:108876.0:45249.0:108877.0:45250.0:108879.0:45250.0:108879.0:45248.0:108880.0:45247.0:108880.0:45246.0:108881.0:45245.0:108881.0:45244.0:108882.0:45243.0:108882.0:45241.0:108883.0:45240.0:108883.0:45239.0:108884.0:45238.0:108884.0:45237.0:108886.0:45235.0:108886.0:45234.0:108887.0:45233.0:108887.0:45231.0:108886.0:45230.0:108886.0:45228.0:108885.0:45227.0:108885.0:45226.0:108882.0:45223.0:108881.0:45223.0:108879.0:45221.0:108878.0:45221.0:108871.0:45214.0:108870.0:45214.0:108869.0:45213.0]
359,359,[108926.0:45226.0:108924.0:45228.0:108923.0:45228.0:108923.0:45229.0:108922.0:45230.0:108922.0:45231.0:108921.0:45232.0:108921.0:45233.0:108919.0:45235.0:108919.0:45236.0:108918.0:45237.0:108918.0:45241.0:108922.0:45245.0:108923.0:45245.0:108924.0:45246.0:108927.0:45246.0:108928.0:45245.0:108929.0:45245.0:108930.0:45244.0:108931.0:45244.0:108932.0:45243.0:108933.0:45243.0:108939.0:45237.0:108939.0:45236.0:108941.0:45234.0:108941.0:45233.0:108942.0:45232.0:108942.0:45230.0:108941.0:45229.0:108939.0:45229.0:108938.0:45228.0:108937.0:45228.0:108936.0:45227.0:108935.0:45227.0:108934.0:45226.0]
325,325,[109937.0:45225.0:109934.0:45228.0:109934.0:45231.0:109933.0:45232.0:109933.0:45235.0:109934.0:45236.0:109934.0:45239.0:109935.0:45240.0:109935.0:45241.0:109937.0:45243.0:109937.0:45244.0:109939.0:45246.0:109940.0:45246.0:109941.0:45247.0:109942.0:45247.0:109943.0:45248.0:109946.0:45248.0:109948.0:45246.0:109949.0:45246.0:109949.0:45245.0:109950.0:45244.0:109950.0:45241.0:109951.0:45240.0:109951.0:45238.0:109950.0:45237.0:109950.0:45235.0:109949.0:45234.0:109949.0:45233.0:109948.0:45232.0:109948.0:45231.0:109946.0:45229.0:109946.0:45228.0:109945.0:45228.0:109943.0:45226.0:109941.0:45226.0:109940.0:45225.0]
